AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,ConferenceName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Matthew Hennessy,71,Belgian,Ma19@gmail.com,"Some Comments on """"Concurrent Readers and Writers"""".",1977,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Benedetto Intrigila,29,Scottish,Be12@gmail.com,"Some Comments on """"Concurrent Readers and Writers"""".",1977,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Benedetto Intrigila,29,Scottish,Be12@gmail.com,A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,1975,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Stefano Varricchio,62,Canadian,St2@gmail.com,A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,1975,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Stefano Varricchio,62,Canadian,St2@gmail.com,Optimal covers in the relational database model.,2016,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Ricardo A. Baeza-Yates,28,Irish,Ri8@gmail.com,"Some Comments on """"Concurrent Readers and Writers"""".",1977,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Ricardo A. Baeza-Yates,28,Irish,Ri8@gmail.com,A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,1975,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Ricardo A. Baeza-Yates,28,Irish,Ri8@gmail.com,Optimal covers in the relational database model.,2016,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Ricardo A. Baeza-Yates,28,Irish,Ri8@gmail.com,Integrating Code Generation and Peephole Optimization.,1988,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Emanuela Fachini,49,Swedish,Em12@gmail.com,A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,1975,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Angelo Monti,50,Scottish,An17@gmail.com,A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,1975,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Angelo Monti,50,Scottish,An17@gmail.com,Optimal covers in the relational database model.,2016,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Margherita Napoli,74,Irish,Ma11@gmail.com,Integrating Code Generation and Peephole Optimization.,1988,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Margherita Napoli,74,Irish,Ma11@gmail.com,Is Text Compression by Prefixes and Suffixes Practical?,1983,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Margherita Napoli,74,Irish,Ma11@gmail.com,Methods for the Automatic Construction of Error Correcting Parsers.,1980,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Domenico Parente,25,Irish,Do16@gmail.com,Is Text Compression by Prefixes and Suffixes Practical?,1983,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Domenico Parente,25,Irish,Do16@gmail.com,Methods for the Automatic Construction of Error Correcting Parsers.,1980,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Domenico Parente,25,Irish,Do16@gmail.com,Ordered Attributed Grammars.,1980,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Giuseppe Della Penna,67,Irish,Gi8@gmail.com,Is Text Compression by Prefixes and Suffixes Practical?,1983,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Giuseppe Della Penna,67,Irish,Gi8@gmail.com,Methods for the Automatic Construction of Error Correcting Parsers.,1980,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Giuseppe Della Penna,67,Irish,Gi8@gmail.com,Ordered Attributed Grammars.,1980,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Giuseppe Della Penna,67,Irish,Gi8@gmail.com,Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,1999,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Benedetto Intrigila,66,Scottish,Be0@gmail.com,Methods for the Automatic Construction of Error Correcting Parsers.,1980,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Benedetto Intrigila,66,Scottish,Be0@gmail.com,Ordered Attributed Grammars.,1980,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Benedetto Intrigila,66,Scottish,Be0@gmail.com,Linearly bounded infinite graphs.,2006,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Benedetto Intrigila,66,Scottish,Be0@gmail.com,A Practical Example of the Specification of Abstract Data Types.,1980,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Enrico Tronci,72,Italian,En0@gmail.com,Linearly bounded infinite graphs.,2006,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Enrico Tronci,72,Italian,En0@gmail.com,On 3-Head Versus 2-Head Finite Automata.,1974,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Marisa Venturini Zilli,68,British,Ma11@gmail.com,Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,1999,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Marisa Venturini Zilli,68,British,Ma11@gmail.com,Linearly bounded infinite graphs.,2006,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Jan Janousek,46,Mexican,Ja7@gmail.com,On 3-Head Versus 2-Head Finite Automata.,1974,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Jan Janousek,46,Mexican,Ja7@gmail.com,An efficient simulation algorithm on Kripke structures.,2014,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Borivoj Melichar,52,British,Bo9@gmail.com,A Practical Example of the Specification of Abstract Data Types.,1980,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Borivoj Melichar,52,British,Bo9@gmail.com,An efficient simulation algorithm on Kripke structures.,2014,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Matthew Hennessy,67,Scottish,Ma11@gmail.com,On 3-Head Versus 2-Head Finite Automata.,1974,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Matthew Hennessy,67,Scottish,Ma11@gmail.com,Improved matrix pair undecidability results.,2007,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Matthew Hennessy,67,Scottish,Ma11@gmail.com,Automaten in planaren Graphen.,1980,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Xinxin Liu,40,British,Xi17@gmail.com,Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,1995,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Xinxin Liu,40,British,Xi17@gmail.com,Automaten in planaren Graphen.,1980,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Xinxin Liu,40,British,Xi17@gmail.com,Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,1988,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Mark H. Overmars,39,Italian,Ma8@gmail.com,Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,1988,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Michiel H. M. Smid,39,American,Mi7@gmail.com,Improved matrix pair undecidability results.,2007,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Michiel H. M. Smid,39,American,Mi7@gmail.com,Automaten in planaren Graphen.,1980,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Michiel H. M. Smid,39,American,Mi7@gmail.com,Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,1988,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Mark de Berg,49,Mexican,Ma6@gmail.com,Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,1988,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Mark de Berg,49,Mexican,Ma6@gmail.com,Programmed grammars and their relation to the LBA problem.,2006,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Marc J. van Kreveld,30,Canadian,Ma7@gmail.com,Programmed grammars and their relation to the LBA problem.,2006,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Michael Brand,73,Irish,Mi15@gmail.com,Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,1988,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Michael Brand,73,Irish,Mi15@gmail.com,Programmed grammars and their relation to the LBA problem.,2006,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Michael Brand,73,Irish,Mi15@gmail.com,Semantic Decomposition of Computer Programs: An Aid to Program Testing.,1974,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Michael Brand,73,Irish,Mi15@gmail.com,A Proof Technique for Communicating Sequential Processes.,1981,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Ralph-Johan Back,31,British,Ra14@gmail.com,Programmed grammars and their relation to the LBA problem.,2006,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Ralph-Johan Back,31,British,Ra14@gmail.com,A Proof Technique for Communicating Sequential Processes.,1981,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Joakim von Wright,18,Swedish,Jo18@gmail.com,Semantic Decomposition of Computer Programs: An Aid to Program Testing.,1974,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Joakim von Wright,18,Swedish,Jo18@gmail.com,A polynomial time computable metric between point sets.,2001,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Alexandre Brandwajn,24,American,Al10@gmail.com,Semantic Decomposition of Computer Programs: An Aid to Program Testing.,1974,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Alexandre Brandwajn,24,American,Al10@gmail.com,New proof for the undecidability of the circular PCP.,2013,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Philippe Darondeau,64,German,Ph16@gmail.com,The Family of One-Counter Languages is Closed Under Quotient.,1985,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Angelo Montanari,44,Swedish,An7@gmail.com,The Family of One-Counter Languages is Closed Under Quotient.,1985,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Angelo Montanari,44,Swedish,An7@gmail.com,Sticky-free and overhang-free DNA languages.,2003,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Angelo Montanari,44,Swedish,An7@gmail.com,A Class of Linearly Parsable Graph Grammars.,1978,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Marco Pazzaglia,69,Norwegian,Ma18@gmail.com,Verification of heap manipulating programs with ordered data by extended forest automata.,2016,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Marco Pazzaglia,69,Norwegian,Ma18@gmail.com,The Family of One-Counter Languages is Closed Under Quotient.,1985,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Pietro Sala,37,American,Pi13@gmail.com,The Family of One-Counter Languages is Closed Under Quotient.,1985,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Leonidas J. Guibas,39,British,Le12@gmail.com,Sticky-free and overhang-free DNA languages.,2003,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Leonidas J. Guibas,39,British,Le12@gmail.com,A Class of Linearly Parsable Graph Grammars.,1978,IEEE Transactions on Cybernetics,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Leonidas J. Guibas,39,British,Le12@gmail.com,Precise parameter synthesis for stochastic biochemical systems.,2017,IEEE Transactions on Cybernetics,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Leonidas J. Guibas,39,British,Le12@gmail.com,Validation of a Computer Performance Model of the Exponential Queuing Network Family.,1976,IEEE Transactions on Cybernetics,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Clement H. C. Leung,42,British,Cl12@gmail.com,Validation of a Computer Performance Model of the Exponential Queuing Network Family.,1976,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Clement H. C. Leung,42,British,Cl12@gmail.com,Reducing non-determinism in right nulled GLR parsers.,2004,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Qui Hoon Choo,64,American,Qu5@gmail.com,Validation of a Computer Performance Model of the Exponential Queuing Network Family.,1976,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Stephan Heilbrunner,72,Mexican,St10@gmail.com,Validation of a Computer Performance Model of the Exponential Queuing Network Family.,1976,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Stephan Heilbrunner,72,Mexican,St10@gmail.com,Optimization in temporal qualitative constraint networks.,2016,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Stephan Heilbrunner,72,Mexican,St10@gmail.com,Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,2008,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Niklaus Wirth,30,Swedish,Ni8@gmail.com,Reducing non-determinism in right nulled GLR parsers.,2004,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Niklaus Wirth,30,Swedish,Ni8@gmail.com,Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,2008,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Niklaus Wirth,30,Swedish,Ni8@gmail.com,Through the Mincing Machine with a Boolean Layer Cake.,1989,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Achim D. Brucker,35,British,Ac9@gmail.com,Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,2008,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Achim D. Brucker,35,British,Ac9@gmail.com,Abstract reduction in directed model checking CCS processes.,2012,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Achim D. Brucker,35,British,Ac9@gmail.com,Compositional construction of most general controllers.,2015,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Achim D. Brucker,35,British,Ac9@gmail.com,Through the Mincing Machine with a Boolean Layer Cake.,1989,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Burkhart Wolff,50,Mexican,Bu18@gmail.com,Compositional construction of most general controllers.,2015,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Burkhart Wolff,50,Mexican,Bu18@gmail.com,Through the Mincing Machine with a Boolean Layer Cake.,1989,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Burkhart Wolff,50,Mexican,Bu18@gmail.com,Asymptotic Expansions of the Mergesort Recurrences.,1998,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Hermann K.-G. Walter,76,Norwegian,He12@gmail.com,Compositional construction of most general controllers.,2015,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Hermann K.-G. Walter,76,Norwegian,He12@gmail.com,Logic for Improving Integrity Checking in Relational Data Bases.,1982,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Martin Kutrib,42,Greece,Ma10@gmail.com,Through the Mincing Machine with a Boolean Layer Cake.,1989,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Martin Kutrib,42,Greece,Ma10@gmail.com,Asymptotic Expansions of the Mergesort Recurrences.,1998,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Andreas Malcher,29,Greece,An17@gmail.com,Correct hardware synthesis - An algebraic approach.,2011,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Matthias Wendlandt,34,Scottish,Ma3@gmail.com,Logic for Improving Integrity Checking in Relational Data Bases.,1982,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Matthias Wendlandt,34,Scottish,Ma3@gmail.com,Correct hardware synthesis - An algebraic approach.,2011,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Matthias Wendlandt,34,Scottish,Ma3@gmail.com,EOL Forms.,1977,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Matthias Wendlandt,34,Scottish,Ma3@gmail.com,The Method of Forced Enumeration for Nondeterministic Automata.,1988,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Bernhard Mescheder,56,Finnish,Be5@gmail.com,Logic for Improving Integrity Checking in Relational Data Bases.,1982,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Bernhard Mescheder,56,Finnish,Be5@gmail.com,The Method of Forced Enumeration for Nondeterministic Automata.,1988,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Jan Strejcek,64,Irish,Ja7@gmail.com,EOL Forms.,1977,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Jan Strejcek,64,Irish,Ja7@gmail.com,Finite Complete Rewriting Systems and the Complexity of the Word Problem.,1984,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Thomas P. Murtagh,39,Canadian,Th12@gmail.com,The Method of Forced Enumeration for Nondeterministic Automata.,1988,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Thomas P. Murtagh,39,Canadian,Th12@gmail.com,Finite Complete Rewriting Systems and the Complexity of the Word Problem.,1984,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Thomas P. Murtagh,39,Canadian,Th12@gmail.com,A Note on Multi-queue Scheduling of Two Tasks.,1983,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Thomas P. Murtagh,39,Canadian,Th12@gmail.com,Petri Net Algorithms in the Theory of Matrix Grammars.,1994,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Adam L. Buchsbaum,25,Greece,Ad2@gmail.com,On the Expressiveness of Subset-Sum Representations.,2000,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Robert Endre Tarjan,52,German,Ro16@gmail.com,General Correctness: A Unification of Partial and Total Correctness.,1985,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Robert Endre Tarjan,52,German,Ro16@gmail.com,Stratified Balanced Search Trees.,1982,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Yuxi Fu,66,French,Yu16@gmail.com,General Correctness: A Unification of Partial and Total Correctness.,1985,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
