AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,JournalName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Mogens Nielsen,48,Canadian,Mo1@gmail.com,A Probabilistic Analysis of the Height of Tries and of the Complexity of Triesort.,2005,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Data Breaches,Robotics,human-centred design in intelligent environments,Secure data processing
Grzegorz Rozenberg,45,Italian,Gr12@gmail.com,Assume-admissible synthesis.,2010,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,genome assembly,Telephony,automata theory,Numerical quadrature
Grzegorz Rozenberg,45,Italian,Gr12@gmail.com,A Probabilistic Analysis of the Height of Tries and of the Complexity of Triesort.,2009,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Telephony,Security,Delay-tolerant networking,Security
Grzegorz Rozenberg,45,Italian,Gr12@gmail.com,Optimal recovery schemes in fault tolerant distributed computing.,2009,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,concurrency,Finding roots of nonlinear equations,Heating Ventilation,Internet of Things
Grzegorz Rozenberg,45,Italian,Gr12@gmail.com,An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,parallel and distributed computation,affective computing,Optimization,Deep Learning
Arto Salomaa,52,Italian,Ar7@gmail.com,A Probabilistic Analysis of the Height of Tries and of the Complexity of Triesort.,2011,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,genome assembly,program analysis,Energy lab,drug discovery
Arto Salomaa,52,Italian,Ar7@gmail.com,A Class of Coders Based on GSM.,2010,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Delay-tolerant networking,human-centred design in intelligent environments,protein structure prediction,Secure data processing
Arto Salomaa,52,Italian,Ar7@gmail.com,An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.,2011,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Telephony,quantum computation,computational economics,artificial intelligence
Arto Salomaa,52,Italian,Ar7@gmail.com,Richer interface automata with optimistic and pessimistic compatibility.,2008,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,type theory,Malware,Energy lab,computational economics
Sven Skyum,70,Belgian,Sv6@gmail.com,An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.,2009,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,affective computing,Telephony,protein structure prediction,digital health
Sven Skyum,70,Belgian,Sv6@gmail.com,On the System of word equations x^i_1 x^i_2 ... x^i_m = y^i_1 y^i_2 ...y^i_n (i=1,2012, ...) in a Free Monoid.,1997,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Consistency,Internet of Things
Symeon Bozapalidis,37,German,Sy5@gmail.com,Richer interface automata with optimistic and pessimistic compatibility.,2011,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Computer Vision,gene finding,parallel and distributed computation,Machine Learning
Antonios Kalampakas,59,Finnish,An10@gmail.com,An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.,2011,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Medical device software,Scalable data analysis and query processing,Reinforcement Learning,Telemetry
Antonios Kalampakas,59,Finnish,An10@gmail.com,Richer interface automata with optimistic and pessimistic compatibility.,2005,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Machine Learning,Telemetry,Telephony,digital health
Wolfgang Merzenich,65,Belgian,Wo8@gmail.com,Grammars on Partial Graphs.,2005,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,program analysis,Automotive software,automated theorem proving,data transformation
Wolfgang Merzenich,65,Belgian,Wo8@gmail.com,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,2006,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,protein structure prediction,3D Modelling of Humans,Data Breaches,human-centred design in intelligent environments
Eleni Mandrali,49,French,El3@gmail.com,The query complexity of estimating weighted averages.,2006,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,digital health,Augmented Reality,Medical device software,computer security
Eleni Mandrali,49,French,El3@gmail.com,Grammars on Partial Graphs.,2011,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,drug design,digital technology for older people,Reinforcement Learning,Heating Ventilation
Eleni Mandrali,49,French,El3@gmail.com,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,2005,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Technology-enhanced learning,Numerical quadrature,sequence alignment,protein structure prediction
George Rahonis,48,Canadian,Ge18@gmail.com,Grammars on Partial Graphs.,2005,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Data Breaches,algebra,computational economics,protein structure alignment
George Rahonis,48,Canadian,Ge18@gmail.com,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,2007,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,computer security,digital technology for older people,protein structure alignment,Privacy
George Rahonis,48,Canadian,Ge18@gmail.com,Frameworks for Abstract Interpretation.,2013,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Recommender Systems,Data Breaches,Medical device software,digital health
Dirk Janssens,71,Italian,Di4@gmail.com,Grammars on Partial Graphs.,2013,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,pervasive computing and collaboration,affective computing,using data to design user interfaces,Numerical quadrature
Dirk Janssens,71,Italian,Di4@gmail.com,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,2010,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Security,Telephony,Data cleaning,Telephony
Dirk Janssens,71,Italian,Di4@gmail.com,Frameworks for Abstract Interpretation.,2006,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,algebra,Scalable data analysis and query processing,drug design,Scalable internet services
Grzegorz Rozenberg,56,French,Gr12@gmail.com,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,2007,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Privacy,Numerical linear algebra,Malware,Scalable data analysis and query processing
Grzegorz Rozenberg,56,French,Gr12@gmail.com,Efficient and secure attribute-based signature for monotone predicates.,2006,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Numerical quadrature,Numerical linear algebra,Consistency,drug discovery
Grzegorz Rozenberg,56,French,Gr12@gmail.com,Frameworks for Abstract Interpretation.,2010,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,affective computing,Biomedical Image Analysis,using data to design user interfaces,data structures
Annabelle McIver,36,Greece,An17@gmail.com,Rational Set of Trees and the Algebraic Semantics of Logic Programming.,2005,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Energy lab,genome assembly,Safe Computing,Computational Video
Carroll Morgan,19,Norwegian,Ca9@gmail.com,Performance Bounds on the Splitting Algorithm for Binary Testing.,2009,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,drug design,Delay-tolerant networking,coordination and reliability,Safe Computing
Carroll Morgan,19,Norwegian,Ca9@gmail.com,Rational Set of Trees and the Algebraic Semantics of Logic Programming.,2007,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,human-centred design in intelligent environments,computational complexity,Telephony,Scalable internet services
S. Arun-Kumar,69,Norwegian,S.5@gmail.com,OBSCURE: A Specification Language for Abstract Data Types.,2008,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Safe Computing,Machine Learning for Computer Vision,computational biology,Robotics
S. Arun-Kumar,69,Norwegian,S.5@gmail.com,Performance Bounds on the Splitting Algorithm for Binary Testing.,2014,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Service and cloud computing,Optimization,gene finding,genome assembly
S. Arun-Kumar,69,Norwegian,S.5@gmail.com,Rational Set of Trees and the Algebraic Semantics of Logic Programming.,2014,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,data structures,Biomedical Image Analysis,Consistency,Computational Video
S. Arun-Kumar,69,Norwegian,S.5@gmail.com,Rational Bijection of Rational Sets.,2007,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Optimization,Avionics software,quantum computation,computational biology
S. Arun-Kumar,69,Norwegian,S.5@gmail.com,Planning and execution with flexible timelines: a formal account.,2014,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Declarative languages and runtime systems,Machine Learning for Computer Vision,database systems,machine learning
Matthew Hennessy,71,Belgian,Ma19@gmail.com,Rational Set of Trees and the Algebraic Semantics of Logic Programming.,2007,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Augmented Reality,Scalable data analysis and query processing,Reinforcement Learning,digital health
Benedetto Intrigila,29,Scottish,Be12@gmail.com,Rational Set of Trees and the Algebraic Semantics of Logic Programming.,2012,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Internet of Things,Telemetry,Secure Passwords,Energy lab
Benedetto Intrigila,29,Scottish,Be12@gmail.com,Rational Bijection of Rational Sets.,2009,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,computational economics,Secure data processing,language implementation,Automotive software
Benedetto Intrigila,29,Scottish,Be12@gmail.com,Planning and execution with flexible timelines: a formal account.,2008,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Delay-tolerant networking,Medical device software,Telephony,cryptography
Stefano Varricchio,62,Canadian,St2@gmail.com,Rational Bijection of Rational Sets.,2012,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Biomedical Image Analysis,3D Scene Analysis,Secure data processing,language semantics
Stefano Varricchio,62,Canadian,St2@gmail.com,Planning and execution with flexible timelines: a formal account.,2008,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Optimization,Technology-enhanced learning,domain-specific languages,drug design
Stefano Varricchio,62,Canadian,St2@gmail.com,"Some Comments on """"Concurrent Readers and Writers"""".",2006,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,language implementation,drug discovery,data transformation,Energy lab
Ricardo A. Baeza-Yates,28,Irish,Ri8@gmail.com,Planning and execution with flexible timelines: a formal account.,2010,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,artificial intelligence,Technology-enhanced learning,Natural Language Processing,digital technology for older people
Emanuela Fachini,49,Swedish,Em12@gmail.com,"Some Comments on """"Concurrent Readers and Writers"""".",2006,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,pervasive computing and collaboration,digital health,digital health,algebra
Emanuela Fachini,49,Swedish,Em12@gmail.com,Optimal covers in the relational database model.,2010,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Data storage and physical design,Declarative languages and runtime systems,Declarative languages and runtime systems,Deep Learning
Emanuela Fachini,49,Swedish,Em12@gmail.com,Integrating Code Generation and Peephole Optimization.,2014,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,domain-specific languages,Scalable internet services,language semantics,type theory
Emanuela Fachini,49,Swedish,Em12@gmail.com,Is Text Compression by Prefixes and Suffixes Practical?,2014,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Machine Learning,3D Scene Analysis,Data storage and physical design,Electronic warfare engineering
Angelo Monti,50,Scottish,An17@gmail.com,Integrating Code Generation and Peephole Optimization.,2008,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,algebra,Online Scams,Online Scams,Safe Computing
Angelo Monti,50,Scottish,An17@gmail.com,Is Text Compression by Prefixes and Suffixes Practical?,2014,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,language semantics,Internet of Things,Data cleaning,quantum computation
Angelo Monti,50,Scottish,An17@gmail.com,Methods for the Automatic Construction of Error Correcting Parsers.,2005,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Interpolation and approximation,Robotics,affective computing,coordination and reliability
Margherita Napoli,74,Irish,Ma11@gmail.com,Optimal covers in the relational database model.,2006,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Computer Vision,Delay-tolerant networking,cryptography,Technology-enhanced learning
Margherita Napoli,74,Irish,Ma11@gmail.com,Ordered Attributed Grammars.,2010,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,pervasive computing and collaboration,Machine Learning,Heating Ventilation,Computer Vision
Domenico Parente,25,Irish,Do16@gmail.com,Integrating Code Generation and Peephole Optimization.,2010,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Secure data processing,3D Modelling of Humans,Machine Learning,sequence alignment
Domenico Parente,25,Irish,Do16@gmail.com,Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,2007,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Secure data processing,gene finding,Computational Video,Natural Language Processing
Giuseppe Della Penna,67,Irish,Gi8@gmail.com,Linearly bounded infinite graphs.,2011,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,sequence alignment,Declarative languages and runtime systems,parallel and distributed computation,Security
Benedetto Intrigila,66,Scottish,Be0@gmail.com,Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,2010,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,affective computing,Machine Learning for Computer Vision,Telemetry,Biomedical Image Analysis
Enrico Tronci,72,Italian,En0@gmail.com,Ordered Attributed Grammars.,2008,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,parallel and distributed computation,using data to design user interfaces,Heating Ventilation,Data Breaches
Enrico Tronci,72,Italian,En0@gmail.com,Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,2008,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,gene finding,computational biology,automated theorem proving,automated theorem proving
Enrico Tronci,72,Italian,En0@gmail.com,A Practical Example of the Specification of Abstract Data Types.,2010,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Delay-tolerant networking,Deep Learning,artificial intelligence,Data storage and physical design
Marisa Venturini Zilli,68,British,Ma11@gmail.com,A Practical Example of the Specification of Abstract Data Types.,2010,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Privacy,Telephony,computational biology,protein structure alignment
Marisa Venturini Zilli,68,British,Ma11@gmail.com,On 3-Head Versus 2-Head Finite Automata.,2008,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,computer security,probabilistic computation,Safe Computing,affective computing
Marisa Venturini Zilli,68,British,Ma11@gmail.com,Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,2013,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Deep Learning,protein structure prediction,cryptography,Computational Video
Jan Janousek,46,Mexican,Ja7@gmail.com,Linearly bounded infinite graphs.,2010,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,drug design,type theory,Recommender Systems,Internet of Things
Jan Janousek,46,Mexican,Ja7@gmail.com,A Practical Example of the Specification of Abstract Data Types.,2013,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Service and cloud computing,algebra,Electronic warfare engineering,Natural Language Processing
Jan Janousek,46,Mexican,Ja7@gmail.com,Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,2011,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,database systems,Robotics,Telemetry,affective computing
Borivoj Melichar,52,British,Bo9@gmail.com,On 3-Head Versus 2-Head Finite Automata.,2008,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Consistency,Finding roots of nonlinear equations,Mobile Protection,parallel and distributed computation
Borivoj Melichar,52,British,Bo9@gmail.com,Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,2008,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,protein structure prediction,domain-specific languages,Data Breaches,automated theorem proving
Borivoj Melichar,52,British,Bo9@gmail.com,Improved matrix pair undecidability results.,2011,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Automotive software,Image-based Rendering and Animation,Electronic warfare engineering,affective computing
Matthew Hennessy,67,Scottish,Ma11@gmail.com,Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,2009,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,Natural Language Processing,Augmented Reality,Data storage and physical design,Telephony
Matthew Hennessy,67,Scottish,Ma11@gmail.com,An efficient simulation algorithm on Kripke structures.,2007,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Privacy,distributed programming,Metadata management,Security
Xinxin Liu,40,British,Xi17@gmail.com,An efficient simulation algorithm on Kripke structures.,2014,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,concurrency,Computational Video,language implementation,Privacy
Xinxin Liu,40,British,Xi17@gmail.com,Improved matrix pair undecidability results.,2013,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Declarative languages and runtime systems,artificial intelligence,Deep Learning,drug design
Mark H. Overmars,39,Italian,Ma8@gmail.com,An efficient simulation algorithm on Kripke structures.,2010,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,3D Modelling of Humans,Reinforcement Learning,Service and cloud computing,Electronic warfare engineering
Mark H. Overmars,39,Italian,Ma8@gmail.com,Improved matrix pair undecidability results.,2008,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,computational biology,database systems,Safe Computing,Electronic warfare engineering
Mark H. Overmars,39,Italian,Ma8@gmail.com,Automaten in planaren Graphen.,2006,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Data Breaches,program analysis,artificial intelligence,protein structure prediction
Michiel H. M. Smid,39,American,Mi7@gmail.com,Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,2010,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,protein structure alignment,using data to design user interfaces,Telemetry,Elementary and special functions
Mark de Berg,49,Mexican,Ma6@gmail.com,Automaten in planaren Graphen.,2007,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Elementary and special functions,digital health,Scalable internet services,Numerical quadrature
Mark de Berg,49,Mexican,Ma6@gmail.com,Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,2005,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Augmented Reality,Numerical quadrature,data transformation,language semantics
Marc J. van Kreveld,30,Canadian,Ma7@gmail.com,Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,2008,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,gene finding,computational economics,Energy lab,database systems
Marc J. van Kreveld,30,Canadian,Ma7@gmail.com,Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,2005,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,automated theorem proving,Data cleaning,Safe Computing,Avionics software
Marc J. van Kreveld,30,Canadian,Ma7@gmail.com,Semantic Decomposition of Computer Programs: An Aid to Program Testing.,2013,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,human-centred design in intelligent environments,protein structure prediction,Elementary and special functions,protein structure alignment
Ralph-Johan Back,31,British,Ra14@gmail.com,Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,2011,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Natural Language Processing,Image-based Rendering and Animation,Automotive software,machine learning
Ralph-Johan Back,31,British,Ra14@gmail.com,Semantic Decomposition of Computer Programs: An Aid to Program Testing.,2012,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Electronic warfare engineering,sequence alignment,Safe Computing,gene finding
Ralph-Johan Back,31,British,Ra14@gmail.com,New proof for the undecidability of the circular PCP.,2009,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Electronic warfare engineering,Telemetry,concurrency,Electronic warfare engineering
Joakim von Wright,18,Swedish,Jo18@gmail.com,Programmed grammars and their relation to the LBA problem.,2010,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,affective computing,language semantics,Heating Ventilation,computer security
Joakim von Wright,18,Swedish,Jo18@gmail.com,A Proof Technique for Communicating Sequential Processes.,2010,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Data storage and physical design,program analysis,coordination and reliability,Deep Learning
Joakim von Wright,18,Swedish,Jo18@gmail.com,New proof for the undecidability of the circular PCP.,2011,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Augmented Reality,protein structure alignment,Medical device software,human-centred design in intelligent environments
Alexandre Brandwajn,24,American,Al10@gmail.com,A Proof Technique for Communicating Sequential Processes.,2008,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Elementary and special functions,Data cleaning,distributed programming,domain-specific languages
Alexandre Brandwajn,24,American,Al10@gmail.com,A polynomial time computable metric between point sets.,2011,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,drug discovery,computer security,gene finding,Data Breaches
Alexandre Brandwajn,24,American,Al10@gmail.com,Verification of heap manipulating programs with ordered data by extended forest automata.,2009,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,protein structure prediction,digital health,cryptography,Natural Language Processing
Eric Badouel,56,Italian,Er3@gmail.com,A Proof Technique for Communicating Sequential Processes.,2006,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,vision and graphics,Telemetry,gene finding,Natural Language Processing
Eric Badouel,56,Italian,Er3@gmail.com,New proof for the undecidability of the circular PCP.,2010,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Natural Language Processing,probabilistic computation,protein structure alignment,machine learning
Eric Badouel,56,Italian,Er3@gmail.com,A polynomial time computable metric between point sets.,2007,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Numerical quadrature,automated theorem proving,Finding roots of nonlinear equations,computational economics
Eric Badouel,56,Italian,Er3@gmail.com,Verification of heap manipulating programs with ordered data by extended forest automata.,2013,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,sequence alignment,Elementary and special functions,Avionics software,computer security
Eric Badouel,56,Italian,Er3@gmail.com,The Family of One-Counter Languages is Closed Under Quotient.,2011,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,probabilistic computation,Service and cloud computing,Computer Vision,probabilistic computation
Philippe Darondeau,64,German,Ph16@gmail.com,New proof for the undecidability of the circular PCP.,2010,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Service and cloud computing,algebra,quantum computation,Service and cloud computing
Philippe Darondeau,64,German,Ph16@gmail.com,A polynomial time computable metric between point sets.,2006,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,cryptography,data structures,domain-specific languages,Malware
Philippe Darondeau,64,German,Ph16@gmail.com,Verification of heap manipulating programs with ordered data by extended forest automata.,2011,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,quantum computation,Security,Malware,digital health
Philippe Darondeau,64,German,Ph16@gmail.com,Sticky-free and overhang-free DNA languages.,2013,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,digital health,artificial intelligence,drug design,Computational Video
Angelo Montanari,44,Swedish,An7@gmail.com,A polynomial time computable metric between point sets.,2008,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Privacy,Recommender Systems,computer security,Deep Learning
Angelo Montanari,44,Swedish,An7@gmail.com,Verification of heap manipulating programs with ordered data by extended forest automata.,2010,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,database systems,computational complexity,Energy lab,Numerical quadrature
Marco Pazzaglia,69,Norwegian,Ma18@gmail.com,Sticky-free and overhang-free DNA languages.,2013,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Secure Passwords,coordination and reliability,Electronic warfare engineering,Heating Ventilation
Marco Pazzaglia,69,Norwegian,Ma18@gmail.com,A Class of Linearly Parsable Graph Grammars.,2010,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,Recommender Systems,automated theorem proving,Telemetry,Scalable internet services
Marco Pazzaglia,69,Norwegian,Ma18@gmail.com,Precise parameter synthesis for stochastic biochemical systems.,2010,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Secure data processing,computational complexity,database systems,computer security
Pietro Sala,37,American,Pi13@gmail.com,Sticky-free and overhang-free DNA languages.,2005,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Data storage and physical design,artificial intelligence,Machine Learning,Privacy
Pietro Sala,37,American,Pi13@gmail.com,A Class of Linearly Parsable Graph Grammars.,2010,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,networking,distributed programming,pervasive computing and collaboration,Consistency
Pietro Sala,37,American,Pi13@gmail.com,Precise parameter synthesis for stochastic biochemical systems.,2013,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Heating Ventilation,Reinforcement Learning,computational complexity,language implementation
Pietro Sala,37,American,Pi13@gmail.com,Efficient systematic clustering method fork-anonymization.,2014,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Robotics,Mobile Protection,protein structure prediction,gene finding
